auction_action,auction_state,current_profit_r,current_stop_price,current_target_price,directional_alignment,entry_exec_time,entry_intent_time,entry_status,entry_time,equity_ref,executed_entry_price,executed_exit_price,executed_exit_qty,execution_mode,exit_exec_time,exit_intent_time,exit_pnl,exit_reason,exit_rule,exit_status,group_role,instrument_type,last_pnl,last_pnl_value,last_price,last_time,last_update_reason,lifecycle_trade_action,management_posture,management_reason_code,max_price,mfe_profit_r,min_price,planned_entry_price,quantity,should_exit_signal,signal_id,signal_stage,signal_status,snapshot_index,snapshot_time,source,symbol,trade_id,trade_management_mode,trade_management_version,trade_posture,trade_type,userid
LOCAL_CONFIRMED,MATURE_EXTENSION,2.6415621665732814,1495.1636220624362,1492.6272441248723,ALIGNED,2026-07-20T11:48:00,2026-07-23T11:50:50,FILLED,2026-07-20T11:48:00,COFORGE,1497.7,1491.0,1,VIRTUAL,2026-07-20T12:12:00,2026-07-20T12:12:00,6.7,ADAPTIVE_TARGET,exit_on_current_adaptive_target,FILLED,REFERENCE,EQ,6.7,6.7,1491.0,2026-07-20T12:12:00,PROTECT_GROUP_REFERENCE_STAGE_PROTECT_POSTURE_CAUTION;GROUP_MFE_RATCHET_MFE_2.64R_STOP_+1.00R,TIGHTEN_STOP,CAUTION,AUCTION_CONFIRMED_MATURE_EXTENSION_ALIGNED,1498.5,2.6415621665732814,1491.0,1497.7,1,False,8fe06372-2c41-5455-a8d7-d416c3095471,PROTECT,OPEN,107,2026-07-20T14:33:00+05:30,TRADE_GENERATOR,COFORGE,1,AUCTION_ADAPTIVE_V2,2,PROTECT,SELL,DR1812
LOCAL_CONFIRMED,MATURE_EXTENSION,2.6415621665732814,1495.1636220624362,1492.6272441248723,ALIGNED,2026-07-20T11:48:00,2026-07-23T11:50:50,FILLED,2026-07-20T11:48:00,COFORGE,1497.7,1491.0,1,VIRTUAL,2026-07-20T12:12:00,2026-07-20T12:12:00,6.7,ADAPTIVE_TARGET,exit_on_current_adaptive_target,FILLED,REFERENCE,EQ,6.7,6.7,1491.0,2026-07-20T12:12:00,PROTECT_GROUP_REFERENCE_STAGE_PROTECT_POSTURE_CAUTION;GROUP_MFE_RATCHET_MFE_2.64R_STOP_+1.00R,TIGHTEN_STOP,CAUTION,AUCTION_CONFIRMED_MATURE_EXTENSION_ALIGNED,1498.5,2.6415621665732814,1491.0,1497.7,1,False,8fe06372-2c41-5455-a8d7-d416c3095471,PROTECT,OPEN,108,2026-07-20T14:36:00+05:30,TRADE_GENERATOR,COFORGE,1,AUCTION_ADAPTIVE_V2,2,PROTECT,SELL,DR1812
LOCAL_CONFIRMED,MATURE_EXTENSION,2.6415621665732814,1495.1636220624362,1492.6272441248723,ALIGNED,2026-07-20T11:48:00,2026-07-23T11:50:50,FILLED,2026-07-20T11:48:00,COFORGE,1497.7,1491.0,1,VIRTUAL,2026-07-20T12:12:00,2026-07-20T12:12:00,6.7,ADAPTIVE_TARGET,exit_on_current_adaptive_target,FILLED,REFERENCE,EQ,6.7,6.7,1491.0,2026-07-20T12:12:00,PROTECT_GROUP_REFERENCE_STAGE_PROTECT_POSTURE_CAUTION;GROUP_MFE_RATCHET_MFE_2.64R_STOP_+1.00R,TIGHTEN_STOP,CAUTION,AUCTION_CONFIRMED_MATURE_EXTENSION_ALIGNED,1498.5,2.6415621665732814,1491.0,1497.7,1,False,8fe06372-2c41-5455-a8d7-d416c3095471,PROTECT,OPEN,109,2026-07-20T14:39:00+05:30,TRADE_GENERATOR,COFORGE,1,AUCTION_ADAPTIVE_V2,2,PROTECT,SELL,DR1812
LOCAL_CONFIRMED,MATURE_EXTENSION,2.6415621665732814,1495.1636220624362,1492.6272441248723,ALIGNED,2026-07-20T11:48:00,2026-07-23T11:50:50,FILLED,2026-07-20T11:48:00,COFORGE,1497.7,1491.0,1,VIRTUAL,2026-07-20T12:12:00,2026-07-20T12:12:00,6.7,ADAPTIVE_TARGET,exit_on_current_adaptive_target,FILLED,REFERENCE,EQ,6.7,6.7,1491.0,2026-07-20T12:12:00,PROTECT_GROUP_REFERENCE_STAGE_PROTECT_POSTURE_CAUTION;GROUP_MFE_RATCHET_MFE_2.64R_STOP_+1.00R,TIGHTEN_STOP,CAUTION,AUCTION_CONFIRMED_MATURE_EXTENSION_ALIGNED,1498.5,2.6415621665732814,1491.0,1497.7,1,False,8fe06372-2c41-5455-a8d7-d416c3095471,PROTECT,OPEN,110,2026-07-20T14:42:00+05:30,TRADE_GENERATOR,COFORGE,1,AUCTION_ADAPTIVE_V2,2,PROTECT,SELL,DR1812
LOCAL_CONFIRMED,MATURE_EXTENSION,2.6415621665732814,1495.1636220624362,1492.6272441248723,ALIGNED,2026-07-20T11:48:00,2026-07-23T11:50:50,FILLED,2026-07-20T11:48:00,COFORGE,1497.7,1491.0,1,VIRTUAL,2026-07-20T12:12:00,2026-07-20T12:12:00,6.7,ADAPTIVE_TARGET,exit_on_current_adaptive_target,FILLED,REFERENCE,EQ,6.7,6.7,1491.0,2026-07-20T12:12:00,PROTECT_GROUP_REFERENCE_STAGE_PROTECT_POSTURE_CAUTION;GROUP_MFE_RATCHET_MFE_2.64R_STOP_+1.00R,TIGHTEN_STOP,CAUTION,AUCTION_CONFIRMED_MATURE_EXTENSION_ALIGNED,1498.5,2.6415621665732814,1491.0,1497.7,1,False,8fe06372-2c41-5455-a8d7-d416c3095471,PROTECT,OPEN,111,2026-07-20T14:45:00+05:30,TRADE_GENERATOR,COFORGE,1,AUCTION_ADAPTIVE_V2,2,PROTECT,SELL,DR1812
LOCAL_CONFIRMED,MATURE_EXTENSION,2.6415621665732814,1495.1636220624362,1492.6272441248723,ALIGNED,2026-07-20T11:48:00,2026-07-23T11:50:50,FILLED,2026-07-20T11:48:00,COFORGE,1497.7,1491.0,1,VIRTUAL,2026-07-20T12:12:00,2026-07-20T12:12:00,6.7,ADAPTIVE_TARGET,exit_on_current_adaptive_target,FILLED,REFERENCE,EQ,6.7,6.7,1491.0,2026-07-20T12:12:00,PROTECT_GROUP_REFERENCE_STAGE_PROTECT_POSTURE_CAUTION;GROUP_MFE_RATCHET_MFE_2.64R_STOP_+1.00R,TIGHTEN_STOP,CAUTION,AUCTION_CONFIRMED_MATURE_EXTENSION_ALIGNED,1498.5,2.6415621665732814,1491.0,1497.7,1,False,8fe06372-2c41-5455-a8d7-d416c3095471,PROTECT,OPEN,112,2026-07-20T14:48:00+05:30,TRADE_GENERATOR,COFORGE,1,AUCTION_ADAPTIVE_V2,2,PROTECT,SELL,DR1812
LOCAL_CONFIRMED,MATURE_EXTENSION,2.6415621665732814,1495.1636220624362,1492.6272441248723,ALIGNED,2026-07-20T11:48:00,2026-07-23T11:50:50,FILLED,2026-07-20T11:48:00,COFORGE,1497.7,1491.0,1,VIRTUAL,2026-07-20T12:12:00,2026-07-20T12:12:00,6.7,ADAPTIVE_TARGET,exit_on_current_adaptive_target,FILLED,REFERENCE,EQ,6.7,6.7,1491.0,2026-07-20T12:12:00,PROTECT_GROUP_REFERENCE_STAGE_PROTECT_POSTURE_CAUTION;GROUP_MFE_RATCHET_MFE_2.64R_STOP_+1.00R,TIGHTEN_STOP,CAUTION,AUCTION_CONFIRMED_MATURE_EXTENSION_ALIGNED,1498.5,2.6415621665732814,1491.0,1497.7,1,False,8fe06372-2c41-5455-a8d7-d416c3095471,PROTECT,OPEN,113,2026-07-20T14:51:00+05:30,TRADE_GENERATOR,COFORGE,1,AUCTION_ADAPTIVE_V2,2,PROTECT,SELL,DR1812
LOCAL_CONFIRMED,MATURE_EXTENSION,2.6415621665732814,1495.1636220624362,1492.6272441248723,ALIGNED,2026-07-20T11:48:00,2026-07-23T11:50:50,FILLED,2026-07-20T11:48:00,COFORGE,1497.7,1491.0,1,VIRTUAL,2026-07-20T12:12:00,2026-07-20T12:12:00,6.7,ADAPTIVE_TARGET,exit_on_current_adaptive_target,FILLED,REFERENCE,EQ,6.7,6.7,1491.0,2026-07-20T12:12:00,PROTECT_GROUP_REFERENCE_STAGE_PROTECT_POSTURE_CAUTION;GROUP_MFE_RATCHET_MFE_2.64R_STOP_+1.00R,TIGHTEN_STOP,CAUTION,AUCTION_CONFIRMED_MATURE_EXTENSION_ALIGNED,1498.5,2.6415621665732814,1491.0,1497.7,1,False,8fe06372-2c41-5455-a8d7-d416c3095471,PROTECT,OPEN,114,2026-07-20T14:54:00+05:30,TRADE_GENERATOR,COFORGE,1,AUCTION_ADAPTIVE_V2,2,PROTECT,SELL,DR1812
LOCAL_CONFIRMED,MATURE_EXTENSION,2.6415621665732814,1495.1636220624362,1492.6272441248723,ALIGNED,2026-07-20T11:48:00,2026-07-23T11:50:50,FILLED,2026-07-20T11:48:00,COFORGE,1497.7,1491.0,1,VIRTUAL,2026-07-20T12:12:00,2026-07-20T12:12:00,6.7,ADAPTIVE_TARGET,exit_on_current_adaptive_target,FILLED,REFERENCE,EQ,6.7,6.7,1491.0,2026-07-20T12:12:00,PROTECT_GROUP_REFERENCE_STAGE_PROTECT_POSTURE_CAUTION;GROUP_MFE_RATCHET_MFE_2.64R_STOP_+1.00R,TIGHTEN_STOP,CAUTION,AUCTION_CONFIRMED_MATURE_EXTENSION_ALIGNED,1498.5,2.6415621665732814,1491.0,1497.7,1,False,8fe06372-2c41-5455-a8d7-d416c3095471,PROTECT,OPEN,115,2026-07-20T14:57:00+05:30,TRADE_GENERATOR,COFORGE,1,AUCTION_ADAPTIVE_V2,2,PROTECT,SELL,DR1812
LOCAL_CONFIRMED,MATURE_EXTENSION,2.6415621665732814,1495.1636220624362,1492.6272441248723,ALIGNED,2026-07-20T11:48:00,2026-07-23T11:50:50,FILLED,2026-07-20T11:48:00,COFORGE,1497.7,1491.0,1,VIRTUAL,2026-07-20T12:12:00,2026-07-20T12:12:00,6.7,ADAPTIVE_TARGET,exit_on_current_adaptive_target,FILLED,REFERENCE,EQ,6.7,6.7,1491.0,2026-07-20T12:12:00,PROTECT_GROUP_REFERENCE_STAGE_PROTECT_POSTURE_CAUTION;GROUP_MFE_RATCHET_MFE_2.64R_STOP_+1.00R,TIGHTEN_STOP,CAUTION,AUCTION_CONFIRMED_MATURE_EXTENSION_ALIGNED,1498.5,2.6415621665732814,1491.0,1497.7,1,False,8fe06372-2c41-5455-a8d7-d416c3095471,PROTECT,OPEN,116,2026-07-20T15:00:00+05:30,TRADE_GENERATOR,COFORGE,1,AUCTION_ADAPTIVE_V2,2,PROTECT,SELL,DR1812
LOCAL_CONFIRMED,MATURE_EXTENSION,2.6415621665732814,1495.1636220624362,1492.6272441248723,ALIGNED,2026-07-20T11:48:00,2026-07-23T11:50:50,FILLED,2026-07-20T11:48:00,COFORGE,1497.7,1491.0,1,VIRTUAL,2026-07-20T12:12:00,2026-07-20T12:12:00,6.7,ADAPTIVE_TARGET,exit_on_current_adaptive_target,FILLED,REFERENCE,EQ,6.7,6.7,1491.0,2026-07-20T12:12:00,PROTECT_GROUP_REFERENCE_STAGE_PROTECT_POSTURE_CAUTION;GROUP_MFE_RATCHET_MFE_2.64R_STOP_+1.00R,TIGHTEN_STOP,CAUTION,AUCTION_CONFIRMED_MATURE_EXTENSION_ALIGNED,1498.5,2.6415621665732814,1491.0,1497.7,1,False,8fe06372-2c41-5455-a8d7-d416c3095471,PROTECT,OPEN,117,2026-07-20T15:03:00+05:30,TRADE_GENERATOR,COFORGE,1,AUCTION_ADAPTIVE_V2,2,PROTECT,SELL,DR1812
LOCAL_CONFIRMED,MATURE_EXTENSION,2.6415621665732814,1495.1636220624362,1492.6272441248723,ALIGNED,2026-07-20T11:48:00,2026-07-23T11:50:50,FILLED,2026-07-20T11:48:00,COFORGE,1497.7,1491.0,1,VIRTUAL,2026-07-20T12:12:00,2026-07-20T12:12:00,6.7,ADAPTIVE_TARGET,exit_on_current_adaptive_target,FILLED,REFERENCE,EQ,6.7,6.7,1491.0,2026-07-20T12:12:00,PROTECT_GROUP_REFERENCE_STAGE_PROTECT_POSTURE_CAUTION;GROUP_MFE_RATCHET_MFE_2.64R_STOP_+1.00R,TIGHTEN_STOP,CAUTION,AUCTION_CONFIRMED_MATURE_EXTENSION_ALIGNED,1498.5,2.6415621665732814,1491.0,1497.7,1,False,8fe06372-2c41-5455-a8d7-d416c3095471,PROTECT,OPEN,118,2026-07-20T15:06:00+05:30,TRADE_GENERATOR,COFORGE,1,AUCTION_ADAPTIVE_V2,2,PROTECT,SELL,DR1812
LOCAL_CONFIRMED,MATURE_EXTENSION,2.6415621665732814,1495.1636220624362,1492.6272441248723,ALIGNED,2026-07-20T11:48:00,2026-07-23T11:50:50,FILLED,2026-07-20T11:48:00,COFORGE,1497.7,1491.0,1,VIRTUAL,2026-07-20T12:12:00,2026-07-20T12:12:00,6.7,ADAPTIVE_TARGET,exit_on_current_adaptive_target,FILLED,REFERENCE,EQ,6.7,6.7,1491.0,2026-07-20T12:12:00,PROTECT_GROUP_REFERENCE_STAGE_PROTECT_POSTURE_CAUTION;GROUP_MFE_RATCHET_MFE_2.64R_STOP_+1.00R,TIGHTEN_STOP,CAUTION,AUCTION_CONFIRMED_MATURE_EXTENSION_ALIGNED,1498.5,2.6415621665732814,1491.0,1497.7,1,False,8fe06372-2c41-5455-a8d7-d416c3095471,PROTECT,OPEN,119,2026-07-20T15:09:00+05:30,TRADE_GENERATOR,COFORGE,1,AUCTION_ADAPTIVE_V2,2,PROTECT,SELL,DR1812
LOCAL_CONFIRMED,MATURE_EXTENSION,2.6415621665732814,1495.1636220624362,1492.6272441248723,ALIGNED,2026-07-20T11:48:00,2026-07-23T11:50:50,FILLED,2026-07-20T11:48:00,COFORGE,1497.7,1491.0,1,VIRTUAL,2026-07-20T12:12:00,2026-07-20T12:12:00,6.7,ADAPTIVE_TARGET,exit_on_current_adaptive_target,FILLED,REFERENCE,EQ,6.7,6.7,1491.0,2026-07-20T12:12:00,PROTECT_GROUP_REFERENCE_STAGE_PROTECT_POSTURE_CAUTION;GROUP_MFE_RATCHET_MFE_2.64R_STOP_+1.00R,TIGHTEN_STOP,CAUTION,AUCTION_CONFIRMED_MATURE_EXTENSION_ALIGNED,1498.5,2.6415621665732814,1491.0,1497.7,1,False,8fe06372-2c41-5455-a8d7-d416c3095471,PROTECT,OPEN,120,2026-07-20T15:12:00+05:30,TRADE_GENERATOR,COFORGE,1,AUCTION_ADAPTIVE_V2,2,PROTECT,SELL,DR1812
LOCAL_CONFIRMED,MATURE_EXTENSION,2.6415621665732814,1495.1636220624362,1492.6272441248723,ALIGNED,2026-07-20T11:48:00,2026-07-23T11:50:50,FILLED,2026-07-20T11:48:00,COFORGE,1497.7,1491.0,1,VIRTUAL,2026-07-20T12:12:00,2026-07-20T12:12:00,6.7,ADAPTIVE_TARGET,exit_on_current_adaptive_target,FILLED,REFERENCE,EQ,6.7,6.7,1491.0,2026-07-20T12:12:00,PROTECT_GROUP_REFERENCE_STAGE_PROTECT_POSTURE_CAUTION;GROUP_MFE_RATCHET_MFE_2.64R_STOP_+1.00R,TIGHTEN_STOP,CAUTION,AUCTION_CONFIRMED_MATURE_EXTENSION_ALIGNED,1498.5,2.6415621665732814,1491.0,1497.7,1,False,8fe06372-2c41-5455-a8d7-d416c3095471,PROTECT,OPEN,121,2026-07-20T15:15:00+05:30,TRADE_GENERATOR,COFORGE,1,AUCTION_ADAPTIVE_V2,2,PROTECT,SELL,DR1812
LOCAL_CONFIRMED,MATURE_EXTENSION,2.6415621665732814,1495.1636220624362,1492.6272441248723,ALIGNED,2026-07-20T11:48:00,2026-07-23T11:50:50,FILLED,2026-07-20T11:48:00,COFORGE,1497.7,1491.0,1,VIRTUAL,2026-07-20T12:12:00,2026-07-20T12:12:00,6.7,ADAPTIVE_TARGET,exit_on_current_adaptive_target,FILLED,REFERENCE,EQ,6.7,6.7,1491.0,2026-07-20T12:12:00,PROTECT_GROUP_REFERENCE_STAGE_PROTECT_POSTURE_CAUTION;GROUP_MFE_RATCHET_MFE_2.64R_STOP_+1.00R,TIGHTEN_STOP,CAUTION,AUCTION_CONFIRMED_MATURE_EXTENSION_ALIGNED,1498.5,2.6415621665732814,1491.0,1497.7,1,False,8fe06372-2c41-5455-a8d7-d416c3095471,PROTECT,OPEN,122,2026-07-20T15:18:00+05:30,TRADE_GENERATOR,COFORGE,1,AUCTION_ADAPTIVE_V2,2,PROTECT,SELL,DR1812
LOCAL_CONFIRMED,MATURE_EXTENSION,2.6415621665732814,1495.1636220624362,1492.6272441248723,ALIGNED,2026-07-20T11:48:00,2026-07-23T11:50:50,FILLED,2026-07-20T11:48:00,COFORGE,1497.7,1491.0,1,VIRTUAL,2026-07-20T12:12:00,2026-07-20T12:12:00,6.7,ADAPTIVE_TARGET,exit_on_current_adaptive_target,FILLED,REFERENCE,EQ,6.7,6.7,1491.0,2026-07-20T12:12:00,PROTECT_GROUP_REFERENCE_STAGE_PROTECT_POSTURE_CAUTION;GROUP_MFE_RATCHET_MFE_2.64R_STOP_+1.00R,TIGHTEN_STOP,CAUTION,AUCTION_CONFIRMED_MATURE_EXTENSION_ALIGNED,1498.5,2.6415621665732814,1491.0,1497.7,1,False,8fe06372-2c41-5455-a8d7-d416c3095471,PROTECT,OPEN,123,2026-07-20T15:21:00+05:30,TRADE_GENERATOR,COFORGE,1,AUCTION_ADAPTIVE_V2,2,PROTECT,SELL,DR1812
LOCAL_CONFIRMED,MATURE_EXTENSION,2.6415621665732814,1495.1636220624362,1492.6272441248723,ALIGNED,2026-07-20T11:48:00,2026-07-23T11:50:50,FILLED,2026-07-20T11:48:00,COFORGE,1497.7,1491.0,1,VIRTUAL,2026-07-20T12:12:00,2026-07-20T12:12:00,6.7,ADAPTIVE_TARGET,exit_on_current_adaptive_target,FILLED,REFERENCE,EQ,6.7,6.7,1491.0,2026-07-20T12:12:00,PROTECT_GROUP_REFERENCE_STAGE_PROTECT_POSTURE_CAUTION;GROUP_MFE_RATCHET_MFE_2.64R_STOP_+1.00R,TIGHTEN_STOP,CAUTION,AUCTION_CONFIRMED_MATURE_EXTENSION_ALIGNED,1498.5,2.6415621665732814,1491.0,1497.7,1,False,8fe06372-2c41-5455-a8d7-d416c3095471,PROTECT,OPEN,124,2026-07-20T15:24:00+05:30,TRADE_GENERATOR,COFORGE,1,AUCTION_ADAPTIVE_V2,2,PROTECT,SELL,DR1812
LOCAL_CONFIRMED,MATURE_EXTENSION,2.6415621665732814,1495.1636220624362,1492.6272441248723,ALIGNED,2026-07-20T11:48:00,2026-07-23T11:50:50,FILLED,2026-07-20T11:48:00,COFORGE,1497.7,1491.0,1,VIRTUAL,2026-07-20T12:12:00,2026-07-20T12:12:00,6.7,ADAPTIVE_TARGET,exit_on_current_adaptive_target,FILLED,REFERENCE,EQ,6.7,6.7,1491.0,2026-07-20T12:12:00,PROTECT_GROUP_REFERENCE_STAGE_PROTECT_POSTURE_CAUTION;GROUP_MFE_RATCHET_MFE_2.64R_STOP_+1.00R,TIGHTEN_STOP,CAUTION,AUCTION_CONFIRMED_MATURE_EXTENSION_ALIGNED,1498.5,2.6415621665732814,1491.0,1497.7,1,False,8fe06372-2c41-5455-a8d7-d416c3095471,PROTECT,OPEN,125,2026-07-20T15:27:00+05:30,TRADE_GENERATOR,COFORGE,1,AUCTION_ADAPTIVE_V2,2,PROTECT,SELL,DR1812
